k,l,u,v,rho,cluster,frame
97,46,2254.14,930.875,-3.00505,4,7
97,45,2243.04,912.265,-3.63161,4,7
97,44,2254.35,894.299,-3.00505,4,7
97,43,2243.3,876.193,-3.63161,4,7
96,44,2233.37,894.563,-3.93833,4,7
96,43,2223.47,876.111,-3.00505,4,7
95,44,2212.56,894.286,-3.63161,4,7
96,45,2223.67,912.377,-3.00505,4,7
93,60,2171.16,1221.62,-3.86145,13,7
94,60,2191.5,1220.88,-2.92818,13,7
95,61,2201.99,1239.67,-3.86145,13,7
94,61,2180.81,1239.11,-3.55474,13,7
94,62,2191.45,1257.02,-2.92818,13,7
95,63,2202.03,1275.44,-3.86145,13,7
94,63,2180.86,1275.09,-3.55474,13,7
94,64,2191.46,1292.1,-2.92818,13,7
93,64,2170.63,1291.22,-3.86145,13,7
93,63,2161.02,1275.71,-2.92818,13,7
93,62,2171.51,1257.71,-3.86145,13,7
93,61,2160.84,1238.82,-2.92818,13,7
95,64,2211.81,1291.87,-3.55474,13,7
96,64,2232.85,1291.64,-3.86145,13,7
96,63,2222.79,1275.06,-2.92818,13,7
95,62,2211.68,1257.17,-3.55474,13,7
96,61,2222.6,1238.93,-2.92818,13,7
96,62,2232.19,1257.66,-3.86145,13,7
97,61,2241.92,1238.88,-3.55474,13,7
97,60,2253.77,1220.49,-2.92818,13,7
96,60,2232.71,1221.69,-3.86145,13,7
95,60,2211.57,1221.27,-3.55474,13,7
97,63,2241.85,1275.42,-3.55474,13,7
107,98,2499.33,1983.01,-3.63667,32,7
108,97,2508.63,1964.64,-3.01011,32,7
108,98,2519.03,1983.08,-3.94339,32,7
109,97,2529.7,1964.76,-3.63667,32,7
108,96,2518.91,1946.9,-3.94339,32,7
109,96,2539.63,1946.58,-3.01011,32,7
110,97,2549.49,1965.08,-3.94339,32,7
110,96,2560.53,1946.83,-3.63667,32,7
111,97,2570.56,1964.63,-3.01011,32,7
110,98,2560.56,1982.73,-3.63667,32,7
110,99,2549.53,2000.71,-3.94339,32,7
110,100,2561.08,2018.33,-3.63667,32,7
109,100,2539.66,2018.67,-3.01011,32,7
109,99,2529.61,2000.73,-3.63667,32,7
108,99,2508.67,2000.85,-3.01011,32,7
107,100,2498.91,2019.33,-3.63667,32,7
109,98,2539.55,1982.66,-3.01011,32,7
111,99,2570.43,2000.86,-3.01011,32,7
111,100,2580.22,2019.52,-3.94339,32,7
111,96,2579.54,1946.26,-3.94339,32,7
108,95,2508.11,1929.73,-3.01011,32,7
107,113,2487.05,2291.42,-3.89696,41,7
107,114,2498.05,2309.38,-3.59025,41,7
107,115,2488,2328.43,-3.89696,41,7
107,116,2498.15,2345.63,-3.59025,41,7
108,115,2507.58,2327.32,-2.96369,41,7
108,116,2517.8,2346.04,-3.89696,41,7
109,115,2528.77,2327.62,-3.59025,41,7
109,114,2538.58,2309.23,-2.96369,41,7
110,114,2559.43,2308.02,-3.59025,41,7
110,115,2548.45,2327.52,-3.89696,41,7
110,116,2559.69,2345.63,-3.59025,41,7
109,116,2538.67,2345.38,-2.96369,41,7
109,117,2528.61,2362.23,-3.59025,41,7
108,117,2507.62,2362.43,-2.96369,41,7
110,117,2548.85,2361.85,-3.89696,41,7
111,117,2569.86,2362.65,-2.96369,41,7
111,115,2569.46,2327.34,-2.96369,41,7
108,114,2517.89,2310.08,-3.89696,41,7
108,113,2507.45,2291.26,-2.96369,41,7
109,113,2528.42,2291.68,-3.59025,41,7
108,46,2523.06,932.459,-3.92163,5,7
109,45,2533,913.479,-3.61491,5,7
109,44,2542.5,895.142,-2.98836,5,7
110,45,2552.73,913.599,-3.92163,5,7
110,44,2563.48,895.355,-3.61491,5,7
111,43,2573.4,877.157,-2.98836,5,7
111,44,2583.28,895.477,-3.92163,5,7
112,45,2594.38,913.493,-3.61491,5,7
111,46,2583.23,931.376,-3.92163,5,7
112,47,2594.49,949.095,-3.61491,5,7
111,47,2573.28,949.531,-2.98836,5,7
110,47,2552.5,948.358,-3.92163,5,7
110,46,2563.48,931.345,-3.61491,5,7
109,46,2542.49,931.279,-2.98836,5,7
109,47,2532.87,949.672,-3.61491,5,7
111,45,2573.47,913.295,-2.98836,5,7
112,46,2604.2,931.699,-2.98836,5,7
112,44,2604.35,895.145,-2.98836,5,7
110,43,2552.85,877.957,-3.92163,5,7
109,43,2532.85,877.105,-3.61491,5,7
108,60,2520.2,1222.6,-3.90563,14,7
109,60,2541.46,1222.08,-2.97236,14,7
110,61,2551.47,1240.24,-3.90563,14,7
111,61,2572.56,1239.93,-2.97236,14,7
111,62,2581.86,1258.65,-3.90563,14,7
112,61,2593.29,1240.13,-3.59891,14,7
112,60,2604.18,1221.24,-2.97236,14,7
111,60,2583.49,1223.07,-3.90563,14,7
112,62,2603.08,1257.96,-2.97236,14,7
112,63,2593.11,1276.08,-3.59891,14,7
111,63,2572.54,1275.94,-2.97236,14,7
110,63,2551.6,1276.55,-3.90563,14,7
110,62,2562.47,1258.1,-3.59891,14,7
109,62,2541.47,1257.97,-2.97236,14,7
109,63,2531.73,1276.17,-3.59891,14,7
108,63,2510.91,1276.28,-2.97236,14,7
108,62,2521.44,1258.59,-3.90563,14,7
108,61,2510.79,1239.58,-2.97236,14,7
109,61,2531.78,1240.01,-3.59891,14,7
109,64,2541.34,1293.19,-2.97236,14,7
111,64,2581.99,1292.63,-3.90563,14,7
112,64,2603.33,1293.79,-2.97236,14,7
111,65,2573.12,1310.69,-2.97236,14,7
108,78,2519.59,1585.83,-3.82642,23,7
109,78,2540.5,1584.82,-2.89315,23,7
110,78,2561.69,1585.33,-3.51971,23,7
110,79,2550.7,1603.32,-3.82642,23,7
111,79,2571.56,1602.86,-2.89315,23,7
111,78,2581.7,1585.5,-3.82642,23,7
110,80,2561.65,1620.08,-3.51971,23,7
109,80,2540.57,1619.99,-2.89315,23,7
110,81,2550.66,1637.92,-3.82642,23,7
110,82,2561.78,1655.82,-3.51971,23,7
109,82,2540.57,1656,-2.89315,23,7
108,82,2519.42,1655,-3.82642,23,7
109,81,2530.73,1637.97,-3.51971,23,7
108,81,2509.92,1638.24,-2.89315,23,7
108,80,2520.29,1620.22,-3.82642,23,7
108,79,2509.55,1602.71,-2.89315,23,7
109,79,2530.73,1603.04,-3.51971,23,7
111,81,2571.49,1638.05,-2.89315,23,7
111,82,2581.12,1656.26,-3.82642,23,7
112,81,2591.92,1638.25,-3.51971,23,7
111,80,2580.63,1620.07,-3.82642,23,7
122,96,2848.68,1947.21,-3.66146,33,7
123,96,2869.97,1948.36,-3.96818,33,7
123,97,2858.36,1965.51,-3.03491,33,7
123,98,2869.98,1984.15,-3.96818,33,7
123,99,2858.55,2001.71,-3.03491,33,7
122,100,2848.74,2020.55,-3.66146,33,7
123,100,2869.35,2018.84,-3.96818,33,7
124,100,2889.35,2019.71,-3.03491,33,7
125,99,2900.88,2001.92,-3.96818,33,7
124,98,2889.32,1983.63,-3.03491,33,7
125,98,2910.38,1983.8,-3.66146,33,7
126,97,2920.32,1965.62,-3.03491,33,7
126,96,2930.09,1946.3,-3.96818,33,7
125,96,2910.31,1947.8,-3.66146,33,7
124,96,2889.26,1947.51,-3.03491,33,7
125,97,2900.26,1965.91,-3.96818,33,7
124,97,2879.45,1965.61,-3.66146,33,7
126,99,2920.34,2001.66,-3.03491,33,7
126,100,2931.25,2020.22,-3.96818,33,7
125,100,2910.48,2019.6,-3.66146,33,7
124,99,2879.46,2001.65,-3.66146,33,7
122,116,2847.83,2346.51,-3.59902,42,7
123,116,2868.56,2347.3,-3.90574,42,7
123,115,2857.41,2328.27,-2.97246,42,7
123,114,2868.5,2310.46,-3.90574,42,7
123,113,2856.98,2292.45,-2.97246,42,7
124,113,2878.17,2292.95,-3.59902,42,7
124,114,2888.41,2310.22,-2.97246,42,7
125,115,2899.93,2328.56,-3.90574,42,7
124,115,2878.39,2328.39,-3.59902,42,7
124,116,2888.37,2346.29,-2.97246,42,7
125,116,2909.23,2346.51,-3.59902,42,7
126,115,2919.3,2328.21,-2.97246,42,7
126,114,2929.55,2310.47,-3.90574,42,7
126,113,2919.91,2292.05,-2.97246,42,7
125,114,2909.35,2310.5,-3.59902,42,7
126,117,2919.18,2363.78,-2.97246,42,7
126,118,2930.76,2381.94,-3.90574,42,7
125,118,2910.1,2381.06,-3.59902,42,7
125,117,2899.9,2362.99,-3.90574,42,7
124,117,2878.26,2363.28,-3.59902,42,7
123,117,2857.35,2363.48,-2.97246,42,7
123,62,2872.54,1259.49,-3.84022,15,7
124,61,2881.54,1241.13,-3.5335,15,7
125,61,2902.96,1241.75,-3.84022,15,7
124,62,2891.24,1258.81,-2.90695,15,7
125,63,2902.42,1277.71,-3.84022,15,7
125,62,2912.29,1259.01,-3.5335,15,7
126,62,2933.62,1259.32,-3.84022,15,7
126,61,2922.29,1240.84,-2.90695,15,7
127,61,2943.28,1241.07,-3.5335,15,7
126,63,2922.3,1276.97,-2.90695,15,7
127,63,2942.99,1277.1,-3.5335,15,7
127,64,2952.9,1294.14,-2.90695,15,7
127,65,2943.43,1312,-3.5335,15,7
126,65,2922.41,1312.02,-2.90695,15,7
126,64,2933.61,1293.73,-3.84022,15,7
125,64,2912.33,1293.91,-3.5335,15,7
124,64,2891.31,1294.01,-2.90695,15,7
124,65,2881.08,1311.57,-3.5335,15,7
123,65,2860.12,1312.65,-2.90695,15,7
123,64,2872.97,1295.37,-3.84022,15,7
124,63,2881.57,1277.11,-3.5335,15,7
123,81,2859.57,1639.04,-2.93467,24,7
124,81,2880.39,1638.97,-3.56123,24,7
125,81,2901.89,1639.03,-3.86795,24,7
124,80,2890.31,1620.84,-2.93467,24,7
125,80,2911.31,1620.97,-3.56123,24,7
126,80,2932.07,1621.05,-3.86795,24,7
126,81,2921.24,1638.8,-2.93467,24,7
126,82,2931.93,1656.99,-3.86795,24,7
127,83,2942.67,1675.48,-3.56123,24,7
126,83,2921.78,1674.74,-2.93467,24,7
125,82,2911.27,1656.79,-3.56123,24,7
124,82,2890.18,1657.01,-2.93467,24,7
127,81,2941.53,1639.16,-3.56123,24,7
126,79,2921.39,1603.75,-2.93467,24,7
126,78,2933.87,1586.89,-3.86795,24,7
125,78,2911.53,1586.5,-3.56123,24,7
125,79,2901.93,1604.35,-3.86795,24,7
127,79,2942.09,1603.84,-3.56123,24,7
124,43,2882.12,878.24,-3.68177,6,7
124,44,2892.16,896.106,-3.05521,6,7
125,45,2903.37,914.599,-3.98849,6,7
124,46,2892.16,932.429,-3.05521,6,7
125,46,2913.05,932.277,-3.68177,6,7
126,46,2934.36,932.444,-3.98849,6,7
126,45,2923.17,914.211,-3.05521,6,7
126,44,2934.47,896.595,-3.98849,6,7
126,43,2923.11,878.212,-3.05521,6,7
127,43,2944.45,878.493,-3.68177,6,7
128,43,2965.24,877.947,-3.98849,6,7
127,44,2954.05,896.015,-3.05521,6,7
127,45,2943.98,914.287,-3.68177,6,7
127,46,2953.75,932.327,-3.05521,6,7
127,47,2943.9,950.167,-3.68177,6,7
127,48,2954.35,968.778,-3.05521,6,7
126,47,2923.11,950.203,-3.05521,6,7
125,44,2913.15,896.279,-3.68177,6,7
124,45,2882.62,914.184,-3.68177,6,7
137,114,3197.05,2311.21,-3.55731,43,7
138,114,3218.58,2312,-3.86403,43,7
139,114,3238.87,2311.12,-2.93075,43,7
140,115,3248.98,2329.67,-3.86403,43,7
141,115,3269.97,2329.09,-2.93075,43,7
140,116,3259.02,2347.4,-3.55731,43,7
141,117,3269.97,2364.43,-2.93075,43,7
141,118,3279.7,2382.81,-3.86403,43,7
140,118,3259.22,2382.11,-3.55731,43,7
140,117,3249.36,2364.11,-3.86403,43,7
139,117,3228.18,2364.15,-3.55731,43,7
139,118,3239,2382.27,-2.93075,43,7
138,118,3217.76,2380.86,-3.86403,43,7
137,118,3197.06,2382.24,-3.55731,43,7
138,117,3208.24,2364.28,-2.93075,43,7
137,116,3197.62,2347.29,-3.55731,43,7
138,115,3207.96,2329.01,-2.93075,43,7
138,116,3218.49,2348.03,-3.86403,43,7
139,115,3228.09,2329.29,-3.55731,43,7
139,116,3238.85,2347.04,-2.93075,43,7
140,114,3258.97,2311.49,-3.55731,43,7
135,122,3147.57,2471.24,-3.02465,44,6
136,122,3166.61,2470.7,-2.09137,44,6
136,123,3156.54,2487.36,-2.71793,44,6
136,124,3166.59,2503.75,-2.09137,44,6
137,123,3174.86,2487.65,-3.02465,44,6
135,123,3138.38,2487.41,-2.09137,44,6
135,106,3147.67,2150.63,-2.98481,35,6
136,106,3166.66,2149.84,-2.05153,35,6
136,107,3156.66,2166.32,-2.67809,35,6
136,108,3166.54,2182.52,-2.05153,35,6
135,108,3147.82,2182.46,-2.98481,35,6
135,109,3138.34,2199.46,-2.05153,35,6
135,107,3138.54,2166.08,-2.05153,35,6
137,107,3175.12,2166.43,-2.98481,35,6
135,91,3138.58,1845.03,-2.04382,26,6
135,92,3147.81,1861.57,-2.97709,26,6
135,93,3138.44,1878.25,-2.04382,26,6
136,93,3156.83,1877.74,-2.67037,26,6
136,92,3166.88,1861.57,-2.04382,26,6
136,91,3156.79,1845.17,-2.67037,26,6
137,91,3175.47,1845.22,-2.97709,26,6
137,93,3174.03,1877.97,-2.97709,26,6
135,75,3139.05,1523.36,-2.07913,17,6
135,76,3148.59,1540.22,-3.0124,17,6
136,76,3167.4,1540.11,-2.07913,17,6
136,77,3157.32,1556.44,-2.70568,17,6
137,77,3176.15,1556.49,-3.0124,17,6
136,75,3157.36,1523.82,-2.70568,17,6
137,75,3176.27,1524.18,-3.0124,17,6
134,62,3128.11,1252.41,-2.84758,8,6
135,61,3138.33,1235.27,-2.22102,8,6
135,60,3147.41,1218.91,-3.1543,8,6
136,60,3166.34,1218.6,-2.22102,8,6
137,59,3176.98,1202.12,-3.1543,8,6
136,61,3156.33,1235.2,-2.84758,8,6
136,62,3166.34,1251.53,-2.22102,8,6
135,62,3146.95,1250.85,-3.1543,8,6
125,123,2908.28,2490.62,-3.1933,43,6
125,124,2916.59,2507.81,-2.88658,43,6
126,124,2936.07,2507.99,-3.1933,43,6
126,123,2925.53,2490.95,-2.26003,43,6
127,123,2945.17,2491.14,-2.88658,43,6
127,122,2954.77,2474,-2.26003,43,6
127,124,2954.51,2507.84,-2.26003,43,6
128,125,2964.18,2524.85,-3.1933,43,6
127,125,2945.33,2524.4,-2.88658,43,6
126,125,2925.6,2524.67,-2.26003,43,6
125,125,2908.17,2525.24,-3.1933,43,6
125,107,2908.22,2168.32,-3.17178,34,6
125,108,2916.58,2185.53,-2.86506,34,6
126,108,2936.06,2185.65,-3.17178,34,6
126,107,2925.62,2168.68,-2.2385,34,6
127,107,2945.09,2168.69,-2.86506,34,6
127,108,2954.5,2185.54,-2.2385,34,6
128,107,2963.85,2168.45,-3.17178,34,6
127,109,2945.16,2202.17,-2.86506,34,6
126,109,2925.54,2202.37,-2.2385,34,6
125,91,2907.72,1845.79,-3.25574,25,6
125,92,2916.62,1863.09,-2.94902,25,6
126,92,2936.05,1863.26,-3.25574,25,6
126,91,2925.59,1846.36,-2.32246,25,6
126,93,2925.61,1879.96,-2.32246,25,6
127,93,2945.18,1879.92,-2.94902,25,6
127,92,2954.6,1863.15,-2.32246,25,6
125,94,2916.42,1896.62,-2.94902,25,6
125,75,2907.47,1523.81,-3.2419,16,6
125,76,2916.04,1540.36,-2.93519,16,6
126,76,2935.68,1540.62,-3.2419,16,6
126,75,2925.27,1523.51,-2.30863,16,6
127,75,2944.85,1523.73,-2.93519,16,6
128,75,2963.95,1523.12,-3.2419,16,6
127,76,2954.1,1540.12,-2.30863,16,6
127,77,2944.73,1557.14,-2.93519,16,6
127,78,2954.39,1574.29,-2.30863,16,6
126,77,2925.16,1557.33,-2.30863,16,6
125,78,2915.73,1573.64,-2.93519,16,6
81,92,1893.42,1867.01,-3.82056,21,6
82,93,1903.54,1885.34,-3.51384,21,6
83,93,1924.83,1886.15,-3.82056,21,6
82,92,1912.83,1867.51,-2.88728,21,6
83,92,1933.74,1867.94,-3.51384,21,6
84,92,1954.85,1868.52,-3.82056,21,6
85,92,1975.33,1867.28,-2.88728,21,6
85,93,1964.34,1885.48,-3.51384,21,6
85,94,1975.15,1903.17,-2.88728,21,6
85,95,1964.12,1921.11,-3.51384,21,6
84,95,1943.68,1921.11,-2.88728,21,6
84,94,1954.86,1903.83,-3.82056,21,6
84,93,1943.64,1885.17,-2.88728,21,6
83,94,1933.82,1903.28,-3.51384,21,6
82,94,1912.99,1903.15,-2.88728,21,6
83,95,1924.23,1921.57,-3.82056,21,6
82,95,1903.69,1921.18,-3.51384,21,6
82,96,1912.86,1937.85,-2.88728,21,6
83,96,1933.82,1937.34,-3.51384,21,6
84,96,1955.49,1936.65,-3.82056,21,6
85,96,1975.36,1938.02,-2.88728,21,6
70,128,1634.72,2592.46,-3.02392,38,6
71,129,1646.16,2610.92,-3.9572,38,6
70,130,1634.77,2628.6,-3.02392,38,6
71,130,1655.7,2628.7,-3.65048,38,6
72,130,1677.07,2628.84,-3.9572,38,6
72,129,1665.61,2610.44,-3.02392,38,6
73,129,1686.6,2610.62,-3.65048,38,6
73,128,1696.7,2592.32,-3.02392,38,6
74,127,1707.84,2574.81,-3.9572,38,6
73,127,1686.71,2574.99,-3.65048,38,6
72,128,1676.94,2592.96,-3.9572,38,6
71,128,1655.75,2592.68,-3.65048,38,6
71,127,1645.46,2575.66,-3.9572,38,6
73,130,1696.49,2628.53,-3.02392,38,6
74,131,1706.69,2647.05,-3.9572,38,6
73,131,1686.59,2646.48,-3.65048,38,6
72,131,1665.55,2646.66,-3.02392,38,6
70,110,1634.49,2230.22,-2.97762,29,6
71,111,1646.34,2248.27,-3.9109,29,6
70,112,1634.74,2265.96,-2.97762,29,6
71,113,1646.32,2284.04,-3.9109,29,6
70,114,1634.75,2302.3,-2.97762,29,6
71,114,1655.66,2301.73,-3.60418,29,6
72,114,1677.09,2301.26,-3.9109,29,6
72,113,1665.62,2284.03,-2.97762,29,6
72,112,1677.13,2266.24,-3.9109,29,6
72,111,1665.58,2247.97,-2.97762,29,6
73,111,1686.62,2248.14,-3.60418,29,6
73,112,1696.58,2266.09,-2.97762,29,6
74,113,1706.84,2284.38,-3.9109,29,6
73,114,1696.67,2302.03,-2.97762,29,6
73,113,1686.64,2284,-3.60418,29,6
74,111,1706.68,2248.07,-3.9109,29,6
71,112,1655.75,2266.07,-3.60418,29,6
71,110,1655.69,2231.31,-3.60418,29,6
70,111,1625.56,2247.69,-3.60418,29,6
70,92,1634.3,1868.36,-3.02854,20,6
71,93,1646.9,1887.17,-3.96181,20,6
70,94,1634.77,1904.37,-3.02854,20,6
71,94,1655.82,1904.52,-3.6551,20,6
72,94,1677.05,1905.08,-3.96181,20,6
72,93,1665.72,1886.27,-3.02854,20,6
73,93,1686.63,1886.53,-3.6551,20,6
73,92,1697.3,1868.43,-3.02854,20,6
74,92,1718,1868.19,-3.6551,20,6
74,93,1707.27,1886.39,-3.96181,20,6
73,94,1696.73,1904.24,-3.02854,20,6
73,95,1686.69,1922.42,-3.6551,20,6
72,95,1665.69,1922.3,-3.02854,20,6
73,96,1696.61,1939.38,-3.02854,20,6
74,94,1716.72,1904.29,-3.6551,20,6
70,75,1625.42,1522.77,-3.65537,11,6
70,76,1635.16,1541.55,-3.02881,11,6
71,77,1647,1560.31,-3.96209,11,6
70,78,1635.32,1577.81,-3.02881,11,6
71,78,1656.22,1577.71,-3.65537,11,6
71,79,1644.03,1595.51,-3.96209,11,6
72,79,1666.05,1595.68,-3.02881,11,6
72,78,1677.75,1577.55,-3.96209,11,6
72,77,1665.99,1559.67,-3.02881,11,6
73,77,1687.1,1559.8,-3.65537,11,6
73,76,1697.06,1541.59,-3.02881,11,6
74,77,1707.82,1560.17,-3.96209,11,6
74,76,1717.34,1541.5,-3.65537,11,6
74,75,1706.85,1522.81,-3.96209,11,6
73,75,1687.03,1523.85,-3.65537,11,6
72,75,1665.94,1523.48,-3.02881,11,6
72,76,1677.64,1542.26,-3.96209,11,6
71,76,1656.27,1541.68,-3.65537,11,6
71,75,1646.4,1524.18,-3.96209,11,6
73,78,1697.04,1577.78,-3.02881,11,6
74,79,1708.22,1595.66,-3.96209,11,6
73,79,1687.23,1595.46,-3.65537,11,6
74,78,1717.38,1578.12,-3.65537,11,6
70,58,1635.05,1179.63,-2.97075,2,6
71,58,1656.27,1179.88,-3.59731,2,6
72,58,1677.8,1180.24,-3.90403,2,6
72,59,1666.13,1196.77,-2.97075,2,6
72,60,1677.82,1214.83,-3.90403,2,6
71,60,1656.24,1214.86,-3.59731,2,6
70,60,1635.37,1214.86,-2.97075,2,6
71,59,1646.97,1196.91,-3.90403,2,6
72,61,1666.05,1232.87,-2.97075,2,6
71,62,1655.88,1250.44,-3.59731,2,6
70,62,1634.73,1251.16,-2.97075,2,6
73,59,1687.14,1196.87,-3.59731,2,6
73,60,1697.12,1214.78,-2.97075,2,6
74,61,1707.84,1232.78,-3.90403,2,6
73,62,1697.36,1250.78,-2.97075,2,6
74,59,1707.56,1196.84,-3.90403,2,6
74,58,1717.76,1179.43,-3.59731,2,6
73,58,1697.26,1179.76,-2.97075,2,6
74,57,1710.35,1162.56,-3.90403,2,6
58,129,1345.05,2612.99,-3.62218,37,6
58,130,1354.66,2631.29,-2.99563,37,6
59,131,1365.22,2650.32,-3.9289,37,6
59,130,1375.95,2631.55,-3.62218,37,6
60,129,1385.83,2613.26,-2.99563,37,6
60,130,1395.95,2632.23,-3.9289,37,6
61,129,1407.07,2613.43,-3.62218,37,6
61,128,1417.48,2595.17,-2.99563,37,6
62,129,1426.21,2613.22,-3.9289,37,6
61,130,1417.12,2631.36,-2.99563,37,6
61,131,1407.14,2649.76,-3.62218,37,6
60,131,1385.87,2649.59,-2.99563,37,6
59,132,1375.86,2666.74,-3.62218,37,6
58,132,1354.85,2666.9,-2.99563,37,6
58,133,1344.93,2686,-3.62218,37,6
59,133,1364.51,2684.17,-3.9289,37,6
60,133,1385.88,2684.96,-2.99563,37,6
61,133,1407.27,2684.49,-3.62218,37,6
60,132,1395.96,2666.48,-3.9289,37,6
61,132,1417.11,2666.87,-2.99563,37,6
62,132,1437.61,2667.12,-3.62218,37,6
62,133,1427.32,2684.61,-3.9289,37,6
59,129,1365.22,2614.19,-3.9289,37,6
58,111,1345.02,2249.41,-3.71752,28,6
58,112,1354.57,2267.95,-3.09096,28,6
59,112,1375.65,2268.13,-3.71752,28,6
59,113,1364.77,2286.32,-4.02424,28,6
59,114,1375.62,2304.46,-3.71752,28,6
58,114,1354.56,2304.53,-3.09096,28,6
60,113,1385.71,2286.19,-3.09096,28,6
61,113,1406.91,2286.25,-3.71752,28,6
60,114,1395.72,2304.43,-4.02424,28,6
61,114,1416.85,2304.3,-3.09096,28,6
62,115,1426.53,2322.74,-4.02424,28,6
60,115,1385.72,2322.65,-3.09096,28,6
60,112,1395.73,2268.49,-4.02424,28,6
61,111,1406.91,2250.01,-3.71752,28,6
60,111,1385.76,2249.79,-3.09096,28,6
59,111,1365.02,2250.54,-4.02424,28,6
61,112,1416.98,2267.88,-3.09096,28,6
62,111,1426.16,2249.55,-4.02424,28,6
58,93,1344.83,1886.89,-3.66339,19,6
58,94,1354.69,1905.27,-3.03684,19,6
59,94,1376,1905.58,-3.66339,19,6
59,95,1365.25,1923.56,-3.97011,19,6
60,95,1385.89,1923.54,-3.03684,19,6
61,95,1407.31,1923.7,-3.66339,19,6
60,94,1396.02,1905.81,-3.97011,19,6
61,93,1407.2,1887.62,-3.66339,19,6
60,93,1385.9,1887.2,-3.03684,19,6
59,93,1365.08,1888.25,-3.97011,19,6
61,92,1417.64,1869.18,-3.03684,19,6
62,93,1427.63,1886.51,-3.97011,19,6
61,94,1417.27,1905.38,-3.03684,19,6
62,94,1437.77,1905.47,-3.66339,19,6
60,96,1396.13,1940.76,-3.97011,19,6
61,97,1407.3,1958.78,-3.66339,19,6
60,97,1385.99,1959.06,-3.03684,19,6
59,97,1365.09,1958.42,-3.97011,19,6
58,98,1354.38,1977.52,-3.03684,19,6
58,97,1345.22,1959.85,-3.66339,19,6
58,96,1354.87,1940.87,-3.03684,19,6
59,96,1376.02,1940.81,-3.66339,19,6
58,95,1345.44,1923.85,-3.66339,19,6
61,96,1417.25,1940.97,-3.03684,19,6
62,97,1426.96,1959.26,-3.97011,19,6
62,96,1437.77,1941.22,-3.66339,19,6
58,76,1354.76,1541.72,-3.09889,10,6
59,77,1365.29,1560.54,-4.03217,10,6
59,76,1376.02,1541.82,-3.72545,10,6
60,75,1386.04,1523.53,-3.09889,10,6
61,75,1407.13,1523.83,-3.72545,10,6
60,76,1395.79,1542.03,-4.03217,10,6
61,76,1417.3,1541.75,-3.09889,10,6
61,77,1407.17,1560.05,-3.72545,10,6
60,78,1396,1578.43,-4.03217,10,6
61,78,1417.22,1578.02,-3.09889,10,6
62,79,1426.44,1596.94,-4.03217,10,6
62,78,1437.62,1578.6,-3.72545,10,6
62,77,1426.24,1560.3,-4.03217,10,6
62,76,1437.89,1541.7,-3.72545,10,6
62,75,1427.01,1523.27,-4.03217,10,6
61,79,1407.21,1596.25,-3.72545,10,6
60,79,1385.95,1596.39,-3.09889,10,6
59,78,1376.02,1578.17,-3.72545,10,6
58,78,1354.86,1578.21,-3.09889,10,6
60,77,1385.95,1559.91,-3.09889,10,6
59,75,1365.24,1524.27,-4.03217,10,6
45,75,1041.69,1523.01,-3.1553,9,6
45,76,1052.71,1542.49,-4.08858,9,6
46,75,1062.09,1524,-3.78186,9,6
47,75,1083.22,1524.41,-4.08858,9,6
48,75,1104.57,1523.56,-3.1553,9,6
47,76,1093.37,1542.04,-3.78186,9,6
48,77,1104.65,1560.25,-3.1553,9,6
47,78,1093.41,1578.78,-3.78186,9,6
48,79,1104.47,1597.2,-3.1553,9,6
47,79,1083.24,1596.58,-4.08858,9,6
46,79,1062.11,1596.79,-3.78186,9,6
46,78,1072.98,1578.56,-3.1553,9,6
46,77,1062.11,1560.28,-3.78186,9,6
46,76,1073,1541.83,-3.1553,9,6
47,77,1083.07,1560.28,-4.08858,9,6
45,78,1052.73,1579.37,-4.08858,9,6
45,79,1041.93,1597.54,-3.1553,9,6
45,80,1051.42,1613.48,-4.08858,9,6
46,80,1072.81,1614.04,-3.1553,9,6
47,80,1093.57,1613.54,-3.78186,9,6
48,78,1114.66,1579.19,-4.08858,9,6
49,77,1124.63,1560.19,-3.78186,9,6
49,76,1135.94,1541.91,-3.1553,9,6
48,76,1114.55,1541.36,-4.08858,9,6
49,75,1124.8,1523.72,-3.78186,9,6
49,78,1135.84,1578.46,-3.1553,9,6
50,79,1145.02,1598.66,-4.08858,9,6
49,79,1124.6,1597,-3.78186,9,6
49,80,1136.14,1614.58,-3.1553,9,6
45,57,1041.05,1159.94,-3.12683,0,6
46,57,1061.52,1160.26,-3.75338,0,6
46,56,1072.51,1141.92,-3.12683,0,6
46,58,1072.48,1178.24,-3.12683,0,6
46,59,1061.53,1195.79,-3.75338,0,6
47,59,1083.03,1195.82,-4.0601,0,6
46,60,1072.43,1214.17,-3.12683,0,6
46,61,1061.57,1232.32,-3.75338,0,6
46,62,1072.29,1250.58,-3.12683,0,6
45,61,1041.29,1233.09,-3.12683,0,6
47,60,1092.95,1214.06,-3.75338,0,6
48,59,1104.03,1195.78,-3.12683,0,6
48,60,1114.03,1213.94,-4.0601,0,6
49,60,1135.25,1214.18,-3.12683,0,6
49,61,1123.97,1232.58,-3.75338,0,6
49,62,1135.95,1251.09,-3.12683,0,6
49,59,1123.97,1195.88,-3.75338,0,6
49,58,1135.49,1178.37,-3.12683,0,6
48,58,1113.7,1178.72,-4.0601,0,6
49,57,1124.42,1160.18,-3.75338,0,6
49,56,1136.41,1141.24,-3.12683,0,6
